Nome da escola,UF,Município,Pública ou Privada,Nível sócio-econômico,Nota média na prova objetiva,Nota média na redação
CE GOVERNADOR ARCHER,MA,IMPERATRIZ,Estadual,Médio,464.20,411.96
ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE NERCIO RODRIGUES,PE,RECIFE,Estadual,Médio Baixo,464.20,401.67
COL MULTIPLO,MA,TIMON,Privada,Médio,464.20,388.57
ESCOLA ESTADUAL 19 DE DEZEMBRO,MT,NOVA UBIRATA,Estadual,Médio,464.19,391.79
EEB HELIO LENTZ PUERTA,SC,BOM JESUS,Estadual,Médio Alto,464.19,411.76
EE TIBURTINO PENA,MG,FRANCISCO SA,Estadual,Médio Baixo,464.17,369.41
EEEFM JOSE LINS DO REGO,PB,PILAR,Estadual,Médio Baixo,464.16,418.78
ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR EPITACIO ANDRE DIAS,PE,JABOATAO DOS GUARARAPES,Estadual,Médio,464.15,360.78
CENTRO DE ENSINO MEDIO DE TEMPO INTEGRAL CEMTI FRANKLIN DORIA,PI,BOM JESUS,Estadual,Baixo,464.15,386.34
GABRIEL BEZERRA DE MORAIS EEM,CE,FARIAS BRITO,Estadual,Baixo,464.15,376.11
EE - COLEGIO ESTADUAL JOSE DANTAS DE SOUZA,BA,HELIOPOLIS,Estadual,Baixo,464.12,389.35
ESCOLA ESTADUAL MANOEL LEANDRO DE LIRA,AL,FEIRA GRANDE,Estadual,Baixo,464.08,367.23
ESC EST SEBASTIANA LENIR DE ALMEIDA,AP,MACAPA,Estadual,Médio,464.07,435.75
INSTITUTO ESTADUAL ANIBAL BENEVOLO,RS,MACAMBARA,Estadual,Médio,464.07,382.86
EE - ESCOLA COOPERATIVA DE ENSINO FENIX,BA,FEIRA DE SANTANA,Estadual,Médio Baixo,464.06,284.71
UNIDADE ESCOLAR PAULISTANA DE ENSINO FUNDAMENTAL E MEDIO,PI,PAULISTANA,Estadual,Baixo,464.04,348.70
EEEFM FLORA TEIXEIRA,PA,FARO,Estadual,Médio Baixo,464.04,444.88
EE SALVELINO FERNANDES MADEIRA,MG,SANTANA DO PARAISO,Estadual,Médio Alto,464.03,480.00
COLEGIO ESTADUAL JACY PARAGUASSU,GO,CACHOEIRA ALTA,Estadual,Médio,464.02,420.00
ESCOLA FAMILIA AGRICOLA DE ELIZEU MARTINS,PI,ELISEU MARTINS,Privada,Médio Baixo,464.00,372.00
EE - COLEGIO ESTADUAL MENANDRO MINAHIM,BA,UNA,Estadual,Médio Baixo,464.00,434.80
EE PEDRO ALBERTO TAYANO,MT,TANGARA DA SERRA,Estadual,Médio,464.00,400.45
EE - COLEGIO ESTADUAL OURO NEGRO,BA,CANDEIAS,Estadual,Médio,463.99,414.05
EEM MIGUEL SARAIVA PINHEIRO,CE,GRANJEIRO,Estadual,Baixo,463.98,404.17
EE FELICIA FERNANDES CAMPOS,MG,MATOZINHOS,Estadual,Médio Alto,463.98,341.33
EEEFM ANTONIO DOS SANTOS NEVES,ES,BOA ESPERANCA,Estadual,Médio,463.97,425.95
EE - ESCOLA ESTADUAL OSVALDO CRUZ,BA,RIACHAO DO JACUIPE,Estadual,Baixo,463.95,411.67
ESC EST ANTONIO CORDEIRO PONTES,AP,MACAPA,Estadual,Médio Alto,463.94,402.08
ANTONIO ALBUQUERQUE DE SOUZA FILHO EEM,CE,IGUATU,Estadual,Médio Baixo,463.92,384.90
ESCOLA ESTADUAL PROFESSORA LAURA MARIA CHAGAS DE ASSIS,AL,SANTANA DO IPANEMA,Estadual,Médio Baixo,463.90,430.72
EEEFM NILO DE OLIVEIRA,PA,IGARAPE-ACU,Estadual,Baixo,463.90,402.55
ESC ANTONIO OLIVEIRA DANTAS,AC,MANCIO LIMA,Estadual,Médio Baixo,463.89,379.57
DONA ANTONIA LINDALVA DE MORAIS EEM,CE,MILAGRES,Estadual,Baixo,463.88,394.18
E E E F M ASSIS CHATEABRIAND,PB,CAMPINA GRANDE,Estadual,Médio Baixo,463.87,424.44
JOAO ALVES MOREIRA EEM,CE,ARACOIABA,Estadual,Baixo,463.87,394.95
RUTH DALVA FERRAZ FARAO PROFESSORA,SP,ITAJOBI,Estadual,Médio Alto,463.87,404.00
ESCOLA ESTADUAL WATSON CLEMENTINO DE GUSMAO SILVA,AL,DELMIRO GOUVEIA,Estadual,Médio Baixo,463.86,375.00
ESCOLA DE REFERENCIA EM ENSINO MEDIO AUGUSTO GONDIM,PE,GOIANA,Estadual,Médio Baixo,463.82,418.82
EE PROFANA MDAS GRACAS SNORONHA,MT,CACERES,Estadual,Médio,463.82,412.36
ESC EST PROF J TORRES ENS 1 E 2 GRAUS,RN,SERRA DE SAO BENTO,Estadual,Médio Baixo,463.81,403.13
ESCOLA ESTADUAL NOSSA SENHORA DE NAZARE,AM,MANACAPURU,Estadual,Médio Baixo,463.80,437.10
AYRTON SENNA DA SILVA EEFM,CE,FORTALEZA,Estadual,Médio Baixo,463.77,394.74
UNID ESC SIGEFREDO PACHECO,PI,TERESINA,Estadual,Médio,463.76,400.67
UNID ESC PROF IRACI BARROS PINTO,PI,SANTA LUZ,Estadual,Médio,463.76,392.22
PEDRO BARROS,SP,MIRACATU,Estadual,Médio,463.74,429.09
COLEGIO ESTADUAL DONATO COUTINHO DE ABREU,GO,APARECIDA DE GOIANIA,Estadual,Médio Alto,463.74,352.80
CE PREFEITO NETO CARVALHO,MA,MAGALHAES DE ALMEIDA,Estadual,Baixo,463.71,409.82
PEDRO I C E D EF M,PR,SANTO INACIO,Estadual,Médio,463.71,394.29
CE GONCALVES DIAS,MA,SAO LUIS,Estadual,Médio Baixo,463.71,415.80
EE PROFESSORA ANESIA GONCALVES LONGUINHOS,MG,PIRAPORA,Estadual,Médio,463.70,386.88
EEEFM GUILHERMINA HULDA KRUGER REINHOLZ,ES,SANTA LEOPOLDINA,Estadual,Médio Baixo,463.69,403.53
UNID ESC POLIVALENTE,PI,AMARANTE,Estadual,Baixo,463.68,365.57
ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO PADRE HILDON BANDEIRA,PB,ALAGOA GRANDE,Estadual,Médio Baixo,463.68,413.50
ESCOLA ESTADUAL PROF EDUARDO ALMEIDA DA SILVA,AL,MACEIO,Estadual,Médio Baixo,463.67,360.00
EE MIN JOAO ALBERTO,MT,NOVA XAVANTINA,Estadual,Médio,463.64,402.67
ESCOLA JORNALISTA MANUEL AMARAL,PE,LAJEDO,Estadual,Baixo,463.63,393.48
ESC HUMBERTO SOARES DA COSTA,AC,RIO BRANCO,Estadual,Médio,463.62,407.66
EE SANTIAGO BENITES,MS,PARANHOS,Estadual,Médio,463.62,365.10
FRANCISCA MOREIRA DE SOUZA EEM,CE,BEBERIBE,Estadual,Baixo,463.62,407.30
EEEFM MARIA DO CARMO DE OLIVEIRA RABELO,RO,ROLIM DE MOURA,Estadual,Médio,463.61,377.78
EEEFM ALARICO JOSE DE LIMA,ES,NOVA VENECIA,Estadual,Médio Baixo,463.59,331.29
ENE JOSE DE PAIVA GADELHA,PB,SOUSA,Estadual,Médio Baixo,463.58,417.50
CUBATAO C E EF M,PR,GUARATUBA,Estadual,Médio,463.58,356.36
EEEFM PADRE ARISTIDES,PB,BOM SUCESSO,Estadual,Baixo,463.57,400.00
COLEGIO ESTADUAL MIGUEL DAS GRACAS,SE,SAO MIGUEL DO ALEIXO,Estadual,Médio Baixo,463.56,440.54
EEEFM DR OSVALDO PIANA,RO,PORTO VELHO,Estadual,Médio,463.56,446.67
ESC EST PROF ELIZABETH PICANCO ESTEVES,AP,SANTANA,Estadual,Médio,463.52,422.50
EE NOSSA SENHORA DE LOURDES,MG,ITURAMA,Estadual,Médio,463.52,365.74
JOSE DE BORBA VASCONCELOS EEFM,CE,MARACANAU,Estadual,Médio Baixo,463.52,391.71
EE - COLEGIO ESTADUAL DE URANDI,BA,URANDI,Estadual,Médio Baixo,463.52,413.17
COLEGIO ESTADUAL MARIA BARRETO,GO,ISRAELANDIA,Estadual,Médio,463.52,367.86
CIEP 355 ROQUETE PINTO,RJ,QUEIMADOS,Estadual,Médio,463.51,392.42
ESCOLA ESTADUAL NOSSA SENHORA DO PERPETUO SOCORRO,AM,COARI,Estadual,Médio Baixo,463.50,441.29
FIGUEIREDO CORREIA EEFM,CE,JUAZEIRO DO NORTE,Estadual,Médio Baixo,463.48,397.45
EEB DOM DANIEL HOSTIN,SC,MATOS COSTA,Estadual,Médio,463.48,440.00
COLEGIO ESTADUAL PROFESSOR JOSE DOS REIS MENDES,GO,TRINDADE,Estadual,Médio,463.48,337.50
ZULENKA RAPCHAN PROFESSORA,SP,MIRANTE DO PARANAPANEMA,Estadual,Médio,463.47,405.71
DONA MARIETA CALSEEM,CE,CARIRE,Estadual,Baixo,463.46,385.15
SHIRLEY CAMARGO VON ZUBEN PROFESSORA,SP,NOVO HORIZONTE,Estadual,Médio Alto,463.46,405.00
EEEM DR GASPAR VIANNA,PA,MARABA,Estadual,Médio Baixo,463.44,412.38
SITIO BOA VENTURA C E C EF M,PR,BOA VENTURA DE SAO ROQUE,Estadual,Médio,463.44,442.00
CE CIDADE OPERARIA I,MA,SAO LUIS,Estadual,Médio Baixo,463.42,426.26
EEEFM JOSE GUEDES CAVALCANTE,PB,CABEDELO,Estadual,Médio Baixo,463.41,417.50
ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO CORREIA DE OLIVEIRA ANDRADE,PE,CONDADO,Estadual,Médio Baixo,463.40,396.64
EE PROF FERNANDO LEITE DE CAMPOS,MT,VARZEA GRANDE,Estadual,Médio Alto,463.40,408.41
ESCOLA ESTADUAL ANTONIO DE LUCENA BITTENCOURT,AM,MANAUS,Estadual,Médio,463.37,431.42
ADAHIL BARRETO CAVALCANTE EEFM,CE,MARACANAU,Estadual,Médio Baixo,463.37,392.57
ESCOLA AARAO LINS DE ANDRADE,PE,GRAVATA,Estadual,Médio,463.36,351.32
EE JOSE JOAQUIM ENSINO FUNDAMENTAL E MEDIO,RN,CORONEL EZEQUIEL,Estadual,Médio Baixo,463.36,371.03
EEEFM MARIA DE ABREU ALVIM,ES,AFONSO CLAUDIO,Estadual,Médio Baixo,463.36,416.43
ESC EST RAIMUNDA DOS PASSOS SANTOS,AP,MACAPA,Estadual,Médio,463.35,430.11
COL EST DR PEDRO LUDOVICO TEIXEIRA,TO,PORTO NACIONAL,Estadual,Médio,463.34,382.63
EE SENADOR MARIO MOTTA,MT,CACERES,Estadual,Médio,463.32,365.45
EEEFM NS DA CONCEICAO,PB,BELEM DO BREJO DO CRUZ,Estadual,Médio Baixo,463.32,456.67
COLEGIO ESTADUAL JERONIMO PEREIRA MAIA,GO,PONTALINA,Estadual,Médio Baixo,463.29,397.00
EEEFM AGENOR CLEMENTE DOS SANTOS,PB,ALAGOINHA,Estadual,Baixo,463.29,423.73
ESCOLA ESTADUAL FARIAS BRITTO,AM,MANAUS,Estadual,Médio Alto,463.25,440.83
JULIA FIALHO ENSINO MEDIO COLEGIO,CE,FORTALEZA,Privada,Médio Alto,463.23,538.46
ESC EST ENS MEDIO PROFESSORA HELENITA GUIMARAES PEREIRA,RS,BOA VISTA DO INCRA,Estadual,Médio,463.22,450.00
COLEGIO ESTADUAL JOSE AMARAL LEMOS,SE,PIRAMBU,Estadual,Médio Baixo,463.22,416.86
UNID ESC JOSE OLIMPIO DA PAZ,PI,CAMPO MAIOR,Estadual,Sem informação,463.19,382.61
EE PROF ISABEL FERREIRA,RN,EQUADOR,Estadual,Médio Baixo,463.18,440.54
UNID ESC CONSELHEIRO SARAIVA,PI,BATALHA,Estadual,Baixo,463.18,362.13
EEFM PROF JOAO LUDOVICO,PA,LIMOEIRO DO AJURU,Estadual,Médio Baixo,463.17,396.47
EE ZELIA DA COSTA ALMEIDA,MT,CUIABA,Estadual,Médio Alto,463.17,379.32
ESCOLA ESTADUAL DE EDUCACAO BASICA E PROFISSIONAL JOSE APRIGIO BRANDAO VILELA,AL,TEOTONIO VILELA,Estadual,Médio Baixo,463.17,422.22
ESCOLA ESTADUAL PROFª CLAUDIZETE LIMA ELEUTERIO,AL,RIO LARGO,Estadual,Médio,463.16,413.64
COLEGIO ESTADUAL JARDIM DAS AROEIRAS,GO,GOIANIA,Estadual,Médio,463.15,394.74
EESPSG NOVA UNIAO,MT,NOVA CANAA DO NORTE,Estadual,Médio Baixo,463.15,430.67
MATILDE RODRIGUES VASCONCELOS EEM,CE,URUBURETAMA,Estadual,Médio Baixo,463.14,380.10
CAIC JOSE JOFILLY,PB,CAMPINA GRANDE,Estadual,Médio Baixo,463.13,444.29
JULIA ALENQUER FONTENELE EEM,CE,PINDORETAMA,Estadual,Baixo,463.12,418.82
EE SEVERIANO MELO ENS FUNDAMENTAL E MEDIO,RN,SEVERIANO MELO,Estadual,Médio Baixo,463.11,445.71
ESCOLA ESTADUAL ROSALVO RIBEIRO,AL,MACEIO,Estadual,Médio,463.09,471.06
EEEFM ARMANDO BARBOSA QUITIBA,ES,SOORETAMA,Estadual,Médio,463.09,430.55
ESCOLA DE REFERENCIA EM ENSINO MEDIO REGINA PACIS,PE,SANTA CRUZ DA BAIXA VERDE,Estadual,Médio Baixo,463.07,378.99
ESCOLA ESTADUAL AMERICA SARMENTO RIBEIRO,RR,BOA VISTA,Estadual,Médio Baixo,463.07,413.77
EEEM BENEDITO CORREA DE SOUZA,PA,ITAITUBA,Estadual,Médio Baixo,463.06,436.53
DOM ANTONIO DE ALMEIDA LUSTOSA EEFM,CE,FORTALEZA,Estadual,Médio Baixo,463.06,394.05
EEEM - ELIZABETE NAZARIO LAURENTINO,ES,MIMOSO DO SUL,Estadual,Médio Baixo,463.06,385.45
CE PROFESSOR HERVAL DE SOUZA TAVARES,RJ,CAMPOS DOS GOYTACAZES,Estadual,Médio,463.05,397.50
INSTITUTO ESTADUAL ARNELDO MATTER,RS,SAO BORJA,Estadual,Médio,463.04,379.64
ESCOLA ESTADUAL SEBASTIAO GOMES DE OLIVEIRA,RN,APODI,Estadual,Baixo,463.03,408.57
EEB BRUNO HEIDRICH,SC,MIRIM DOCE,Estadual,Médio Alto,463.02,423.08
JAIME LAURINDO DA SILVA EEM,CE,BARROQUINHA,Estadual,Baixo,463.02,406.84
EEB PADRE ANTONIO TRIVELLIN,SC,PAINEL,Estadual,Médio,463.01,432.31
CE LOURENCO ANTONIO GALLETTI,MA,ACAILANDIA,Estadual,Médio,463.01,400.00
LEONIDIA PACHECO C E PROFA EF M,PR,MARIA HELENA,Estadual,Médio,462.97,390.00
COLEGIO ESTADUAL CARLOS DE PINA,GO,ANAPOLIS,Estadual,Médio Alto,462.97,356.30
GILBERTO GIRALDI,SP,VARGEM GRANDE DO SUL,Estadual,Médio Alto,462.96,403.78
OLIVO FRACARO C E EF M,PR,CASCAVEL,Estadual,Médio,462.95,418.62
ESCOLA ESTADUAL JERONIMO ROSADO,RN,MOSSORO,Estadual,Médio,462.91,365.00
CE MARIA IZABEL RODRIGUES CAFETEIRA,MA,ACAILANDIA,Estadual,Médio Baixo,462.91,378.37
HELENITA LOPES GURGEL VALENTE EEM,CE,FORTIM,Estadual,Baixo,462.89,413.71
CE TOBIAS BARRETO - ANEXO I,MA,SAO FRANCISCO DO BREJAO,Estadual,Baixo,462.88,330.59
CE PROFESSORA MARINA BENTO,RJ,NOVA IGUACU,Estadual,Médio,462.88,375.68
UNIDADE ESCOLAR OSVALDO DA COSTA E SILVA,PI,FLORIANO,Estadual,Médio Baixo,462.86,388.72
COLEGIO ESTADUAL FELIPE TIAGO GOMES,SE,MARUIM,Estadual,Médio Baixo,462.85,357.45
CENTRO DE ENSINO MEDIO DONA FILOMENA MOREIRA DE PAULA,TO,MIRACEMA DO TOCANTINS,Estadual,Médio Baixo,462.83,388.70
EE WILSON DE ALMEIDA,MT,NOVA OLIMPIA,Estadual,Médio,462.83,372.67
EE DOM AQUINO,MT,DOM AQUINO,Estadual,Médio,462.81,417.45
UNIDADE ESCOLAR ANTONIO GENTIL DANTAS SOBRINHO,PI,PIMENTEIRAS,Estadual,Baixo,462.80,383.83
CE JOAQUIM DE ALMEIDA FLORES,RJ,NILOPOLIS,Estadual,Médio Alto,462.79,397.00
EEEM PROF GERSON PERES,PA,BREVES,Estadual,Baixo,462.79,419.68
EE MARLENE MARTINS REIS,MG,PRATINHA,Estadual,Médio Alto,462.79,389.09
COLEGIO ESTADUAL PILAR DE GOIAS,GO,PILAR DE GOIAS,Estadual,Médio,462.78,378.46
ESC EST CID ROSADO ENS DE 1 E 2 GRAUS,RN,ENCANTO,Estadual,Médio Baixo,462.78,409.03
PROFESSORA ROSA MARTINS CAMELO MELO EEM,CE,IBIAPINA,Estadual,Baixo,462.77,392.86
MONSENHOR MANOEL CARLOS DE MORAIS EEM,CE,UMARI,Estadual,Baixo,462.76,375.24
INSTITUTO DE EDUCACAO DA PARAIBA,PB,JOAO PESSOA,Estadual,Médio,462.71,423.59
MONSENHOR JOSE CARNEIRO DA CUNHA EEM,CE,CHAVAL,Estadual,Baixo,462.70,404.87
EEEFM LEOGILDO SEVERIANO DE SOUZA,ES,BREJETUBA,Estadual,Médio Baixo,462.69,373.64
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RORAIMA - CAMPUS AMAJARI,RR,AMAJARI,Federal,Sem informação,462.69,420.77
EE PROF PAULO FREIRE,RN,BAIA FORMOSA,Estadual,Baixo,462.69,345.93
CEM PROFESSOR FLORENCIO AIRES,TO,PORTO NACIONAL,Estadual,Médio,462.68,399.15
ESCOLA ESTADUAL PEDRO EVANGELISTA CAMINHA,PI,GEMINIANO,Estadual,Baixo,462.68,415.65
CARLOS ROBERTO GUARIENTO PROFESSOR,SP,RIO GRANDE DA SERRA,Estadual,Médio Alto,462.67,473.33
COLEGIO ESTADUAL FRANCISCA PEREIRA DE SOUSA MORAIS,PI,FRONTEIRAS,Estadual,Baixo,462.65,413.93
EE FREI AMBROSIO,MT,CACERES,Estadual,Médio,462.64,454.94
CE VINICIUS DE MORAES,MA,SAO LUIS,Estadual,Médio Baixo,462.64,407.10
LUIZ GONZAGA DE ALCANTARA EEM,CE,TARRAFAS,Estadual,Baixo,462.63,417.07
ASTOLPHO MACEDO SOUZA C E EF M,PR,UNIAO DA VITORIA,Estadual,Médio Alto,462.63,388.75
EEEFM MONS PEDRO ANISIO BEZERRA DANTAS,PB,JOAO PESSOA,Estadual,Médio Baixo,462.62,440.00
COLEGIO ESTADUAL OTAVIANO DE MORAES,GO,PARAUNA,Estadual,Médio,462.62,376.67
ESCOLA ESTADUAL MONSENHOR RAIMUNDO GURGEL,RN,MOSSORO,Estadual,Médio,462.61,400.00
EEEFM CONEGO CALADO,PA,IGARAPE-ACU,Estadual,Médio Baixo,462.61,426.88
UNIDADE ESCOLAR MATIAS OLIMPIO,PI,TERESINA,Estadual,Médio Alto,462.61,426.67
ESCOLA ESTADUAL MARIA SALETE GUSMAO DE ARAUJO,AL,MACEIO,Estadual,Médio,462.61,421.49
EE LUDOVICO VIEIRA CAMARGO,MT,SAO JOSE DO POVO,Estadual,Médio,462.59,421.05
CE PRES JOSE SARNEY,MA,BACABAL,Estadual,Baixo,462.59,396.23
EE ARISTOFANES FERNANDES ENSINO FUND E MEDIO,RN,SANTANA DO MATOS,Estadual,Médio Baixo,462.59,413.20
COLEGIO ESTADUAL PROFESSOR ARTUR FORTES,SE,CARIRA,Estadual,Médio,462.57,342.27
EE ALZIRO LOPES,MS,GUIA LOPES DA LAGUNA,Estadual,Médio,462.57,367.62
NEUSA DEMETRIO PROFESSORA,SP,TABOAO DA SERRA,Estadual,Médio Alto,462.56,434.36
ESCOLA ESTADUAL ADRIANO JORGE,AL,ARAPIRACA,Estadual,Médio,462.55,397.45
EEEFM MANOEL AVELINO PAIVA,PB,CALDAS BRANDAO,Estadual,Médio Baixo,462.53,491.67
UNID ESC DOM JOAQUIM R DO REGO,PI,IPIRANGA DO PIAUI,Estadual,Baixo,462.52,409.23
EEEFM PROFESSORA ADILINA DE SOUZA DINIZ,PB,DIAMANTE,Estadual,Médio Baixo,462.51,429.78
COLEGIO ESTADUAL PROFESSORA RANULFA,TO,AURORA DO TOCANTINS,Estadual,Médio Baixo,462.50,348.42
CE PROFA DAYSE GALVAO DE SOUSA,MA,SAO LUIS,Estadual,Médio Baixo,462.47,382.77
DRAGAO DO MAR EEM,CE,FORTALEZA,Estadual,Médio,462.47,404.52
ESCOLA DE REFERENCIA EM ENSINO MEDIO EURICO PFISTERER,PE,IGARASSU,Estadual,Médio Baixo,462.46,345.74
CE LEAO SANTOS,MA,ARARI,Estadual,Médio Baixo,462.46,449.05
MARIA BERNARDO DE CASTRO EEM,CE,AQUIRAZ,Estadual,Sem informação,462.45,403.81
EE FRANCISCO DE ASSIS PINHEIRO ENSINO MEDIO,RN,ITAU,Estadual,Médio Baixo,462.45,415.35
ESC ESTADUAL 24 DE OUTUBRO,SE,ARACAJU,Estadual,Médio,462.45,418.00
EEEM PROF HELIO FROTA LIMA,PA,ABEL FIGUEIREDO,Estadual,Baixo,462.43,388.37
EEEFM ANTONIA ARAUJO,PB,PATOS,Estadual,Baixo,462.43,401.48
EE PROFESSOR EDILSON BRANDAO,MG,PONTO CHIQUE,Estadual,Médio Baixo,462.42,342.31
ESC EST ALMIRANTE BARROSO,AP,SANTANA,Estadual,Médio,462.42,415.09
EEEM - GOMES CARDIM,ES,VITORIA,Estadual,Médio,462.41,342.11
ESCOLA ESTADUAL DESEMBARGADOR SINVAL MOREIRA DIAS - ENSINO MEDIO,RN,PILOES,Estadual,Baixo,462.41,478.82
ESC FAMILIAR RURAL SANTO AGOSTINHO,SC,QUILOMBO,Estadual,Médio,462.41,416.25
EEEFM PROFº ADALBERTO DE SOUSA OLIVEIRA,PB,CACHOEIRA DOS INDIOS,Estadual,Baixo,462.40,389.63
EE PREFEITO EPAMINONDAS RAMOS,MG,JEQUITINHONHA,Estadual,Muito Baixo,462.39,345.45
ESC EST PROFA OCILA BEZERRIL FUND E MED,RN,MONTANHAS,Estadual,Médio Baixo,462.39,380.74
EE IMACULADA CONCEICAO,MG,MONJOLOS,Estadual,Médio Baixo,462.37,352.38
EE ARTHUR DA COSTA E SILVA,MT,TORIXOREU,Estadual,Médio,462.35,360.00
EEB PROFº DJALMA BENTO,SC,RIO RUFINO,Estadual,Médio Alto,462.35,370.59
EEEFM PADRE BENEDITO CHAVES,PA,BELEM,Estadual,Médio,462.33,352.00
DR JOAO ALMIR DE FREITAS BRANDAO EEM LICEU DE SAO BENEDITO,CE,SAO BENEDITO,Estadual,Muito Baixo,462.33,409.05
INSTITUTO ESTADUAL DE EDUCACAO BERNARDINO ANGELO,RS,DOM PEDRITO,Estadual,Médio Alto,462.32,478.75
EE PADRE NUNES,MS,COXIM,Estadual,Médio,462.31,396.13
JOSE EGEA PROF,SP,GUARANTA,Estadual,Médio,462.29,371.11
UNID ESC LANDRI SALES,PI,PICOS,Estadual,Médio Baixo,462.29,394.07
JOSE ALVES DE FIGUEIREDO EEFM,CE,CRATO,Estadual,Médio Baixo,462.28,407.82
COLEGIO ESTADUAL ANTONIO ALBINO FERREIRA,GO,MINACU,Estadual,Médio Alto,462.23,333.00
EEEM GETULIO VARGAS,RS,FONTOURA XAVIER,Estadual,Médio Baixo,462.21,330.00
CE MAL ARTUR DA COSTA E SILVA,MA,TIMON,Estadual,Baixo,462.21,412.12
CONEGO LUIZ BRAGA ROCHA EEM,CE,IBARETAMA,Estadual,Baixo,462.18,355.80
UNIDADE ESCOLAR LOURIVAL PARENTE,PI,TERESINA,Estadual,Médio Baixo,462.18,342.45
COLEGIO ESTADUAL JOSE DE FARIAS CAMPOS SOBRINHO,GO,JANDAIA,Estadual,Médio,462.17,400.00
EE - COLEGIO ESTADUAL BALBINO MUNIZ BARRETO,BA,UBAIRA,Estadual,Baixo,462.16,384.62
COL ESTADUAL JOHN KENNEDY,SE,ARACAJU,Estadual,Médio,462.16,439.46
EE PIO XII,MG,JANUARIA,Estadual,Médio,462.16,454.81
CE MARIA GARDENIA RIBEIRO GONCALVES,MA,PRESIDENTE MEDICI,Estadual,Baixo,462.16,380.00
ESC EST PROF ANTONIO MESSIAS G DA SILVA,AP,MACAPA,Estadual,Médio,462.13,432.26
EE - COLEGIO ESTADUAL DOUTOR RUY BACELAR,BA,PEDRO ALEXANDRE,Estadual,Baixo,462.12,346.88
BAIRRO DO ITAIM,SP,MAIRIPORA,Estadual,Médio,462.12,375.71
ESCOLA EST BELA VISTA,TO,SAO MIGUEL DO TOCANTINS,Estadual,Médio Baixo,462.11,368.00
CE JOSUE DINIZ ALVES,MA,SANTA INES,Estadual,Médio Baixo,462.10,406.42
ESCOLA ESTADUAL CAMPOS TEIXEIRA,AL,MACEIO,Estadual,Médio,462.08,403.93
UNID ESC FLORISA SILVA,PI,BERTOLINIA,Estadual,Médio Baixo,462.07,383.33
EEEFM PROF FLORA CALHEIROS COTRIN,RO,PORTO VELHO,Estadual,Médio,462.06,386.76
EEB EMILIO GARRASTAZU MEDICI,SC,CAMPO ERE,Estadual,Médio,462.06,394.62
UNID ESC ANTONIETA RIBEIRO MORAES,PI,DEMERVAL LOBAO,Estadual,Médio Baixo,462.03,382.35
EE FAZENDA PARAISO,MG,ESPERA FELIZ,Estadual,Médio,462.03,465.45
EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM LOGISTICA TRANSPORTE E PRODUCAO INDUSTRIAL,BA,ILHEUS,Estadual,Médio Baixo,462.02,434.77
EE ANTONIO MIRANDA,MG,INDAIABIRA,Estadual,Médio Baixo,462.00,270.00
ESC SAO LUIZ GONZAGA,AC,PLACIDO DE CASTRO,Estadual,Médio Baixo,461.99,388.50
COL EST PRES CASTELO BRANCO,SE,ARACAJU,Estadual,Médio,461.99,422.20
EE PRES GETULIO VARGAS,MS,DOURADOS,Estadual,Médio,461.98,420.00
EE CORONEL ELPIDIO ALVES FERREIRA,MG,SALTO DA DIVISA,Estadual,Médio Baixo,461.98,396.28
VINICIUS DE MORAES C E C E F M,PR,NOVA TEBAS,Estadual,Médio Baixo,461.97,421.00
EEEFM IVAN BICHARA SOBREIRA,PB,LAGOA DE DENTRO,Estadual,Baixo,461.94,412.45
DEPUTADO JOAQUIM FIGUEIREDO CORREIA EEFM,CE,IRACEMA,Estadual,Médio Baixo,461.93,369.26
ESCOLA ESTADUAL PROFESSOR JULIO CESAR DE MORAES PASSOS,AM,MANAUS,Estadual,Médio,461.92,443.82
UNID ESC SATURNINO MOURA,PI,SAO FELIX DO PIAUI,Estadual,Médio Baixo,461.92,412.00
EEEFM JOSELITA BRASILEIRO,PB,IGARACY,Estadual,Baixo,461.91,489.50
EEEFM EDGAR PINHEIRO PORTO,PA,BELEM,Estadual,Médio Baixo,461.90,401.64
CE PROFESSORA NORMA TOOP URUGUAY,RJ,DUQUE DE CAXIAS,Estadual,Médio,461.90,382.55
EEEM AGENOR MENDES PEDROSA,PB,AGUIAR,Estadual,Baixo,461.90,418.67
ESCOLA DE REFERENCIA EM ENSINO MEDIO CARDEAL DOM JAIME CAMARA,PE,MORENO,Estadual,Médio Baixo,461.89,371.58
COLEGIO ESTADUAL STELLANIS KOPANAKIS PACHECO,GO,PORANGATU,Estadual,Médio Baixo,461.89,342.22
EE TEOTONIO BRANDAO VILELA,MG,JOAO PINHEIRO,Estadual,Médio,461.88,381.43
CE CONEGO JESUS DE MOURA SOARES,MA,PARNARAMA,Estadual,Muito Baixo,461.86,416.77
COLEGIO ESTADUAL JANUARIA RIBEIRO SOBRINHO,GO,BURITI DE GOIAS,Estadual,Médio,461.84,362.76
CEIER DE AGUIA BRANCA,ES,AGUIA BRANCA,Estadual,Médio,461.84,352.00
